Sido,Gungu,Dong,ComplexName,Trade Type,Building Name,Floor Info,Price (Numeric),Area,Owner,Desc,RegDate,Tag,Direction,PPA
경기도,화성시,비봉면,우미린더퍼스트,전세,104동,중/25,230000000,111.73,NDOC1,"반려동물가능,에3,현관팬트리,안방드레스룸,침실1붙박이,주방패키지등",25.02.18,"['2년이내', '융자금없는', '방세개', '화장실두개']",남서향,6805070.706166652
경기도,화성시,비봉면,우미린더퍼스트,월세,107동,2/25,2억/15,111.73,DOCV2,중앙공원뷰 .고급주방펜트리.에어컨5.반려동물가능,25.02.17,"['2년이내', '방세개', '화장실두개', '세대당1대']",남동향,
경기도,화성시,비봉면,우미린더퍼스트,월세,102동,22/25,"3,000/120",111.73,NDOC1,당근 융자없는월세 전입신고바로가능,25.02.11,"['2년이내', '융자금없는', '방세개', '화장실두개']",남동향,
경기도,화성시,비봉면,우미린더퍼스트,매매,103동,고/25,445000000,111.73,NDOC1,남서향 햇살가득 로얄층입니다,25.02.17,"['2년이내', '방세개', '화장실두개', '고층']",남서향,13166332.45323548
경기도,화성시,비봉면,우미린더퍼스트,월세,106동,23/25,"3,000/100",111.73,NDOC1,채광좋은 로얄층 풀옵션  월세,25.02.10,"['2년이내', '방세개', '화장실두개', '고층']",남동향,
경기도,화성시,비봉면,우미린더퍼스트,월세,103동,10/25,"4,000/100",111.73,NDOC1,"아름다운 단지와 숲이 어우러지는 뷰, 단지 맞은편 청연중 초 인접",25.02.10,"['2년이내', '방세개', '화장실두개', '중층']",남서향,
경기도,화성시,비봉면,우미린더퍼스트,월세,104동,25/25,"3,000/120",111.73,NDOC1,,25.02.10,"['2년이내', '탑층', '방세개', '화장실두개']",남동향,
경기도,화성시,비봉면,우미린더퍼스트,월세,101동,저/20,"3,000/90",111.73,DOC,"에5,현관팬트리,고급주방특화,주방장식장,남서향뷰,저렴한월세",25.02.25,"['2년이내', '방세개', '화장실두개', '세대당1대']",남서향,
경기도,화성시,비봉면,우미린더퍼스트,전세,103동,저/25,250000000,111.73,NDOC1,,25.02.14,"['2년이내', '방세개', '화장실두개', '세대당1대']",남서향,7396815.984963752
경기도,화성시,비봉면,우미린더퍼스트,월세,101동,4/20,"3,000/100",111.73,DOC,시스템에어컨5대고급주방거실타일시공,25.02.17,"['2년이내', '방세개', '화장실두개', '세대당1대']",남동향,
경기도,화성시,비봉면,우미린더퍼스트,전세,102동,중/25,270000000,111.73,NDOC1,당근 대출없음 주출입구동 김치냉장고장 광파오븐 인덕션 식기세척기,25.02.12,"['2년이내', '방세개', '화장실두개', '중층']",남동향,7988561.263760853
경기도,화성시,비봉면,우미린더퍼스트,전세,103동,고/25,270000000,111.73,DOC,"에어컨5,중문,줄눈,탄성,작은방1붙박이장,드레스룸,씽크대,주방펜트리 완비",25.02.22,"['2년이내', '융자금없는', '방세개', '화장실두개']",남동향,7988561.263760853
경기도,화성시,비봉면,우미린더퍼스트,월세,101동,8/20,"3,000/100",111.73,DOC,"에어컨5, 현관팬트리, 드레스룸, 오븐등 풀오션",25.02.15,"['2년이내', '방세개', '화장실두개', '중층']",남동향,
경기도,화성시,비봉면,우미린더퍼스트,월세,104동,7/25,"3,000/100",111.73,NDOC1,당근 전면동 뻥뷰  A타입,25.02.03,"['2년이내', '방세개', '화장실두개', '세대당1대']",남동향,
경기도,화성시,비봉면,우미린더퍼스트,매매,104동,고/25,460000000,111.73,DOC,전면동 뻥뷰 탑층아님,25.02.19,"['2년이내', '방세개', '화장실두개', '고층']",남서향,13610141.412333304
경기도,화성시,비봉면,우미린더퍼스트,전세,106동,저/25,230000000,111.73,DOC,"판산형,현관팬트리,시스템에어컨4,냉장고장,신축,첫입주",25.02.19,"['2년이내', '융자금없는', '방세개', '화장실두개']",남동향,6805070.706166652
경기도,화성시,비봉면,우미린더퍼스트,전세,102동,중/25,240000000,111.73,DOC,"판상형,현관팬트리,발코니확장,안방드레스룸,신축,첫입주",25.02.19,"['2년이내', '융자금없는', '확장형', '방세개']",남서향,7100943.345565202
경기도,화성시,비봉면,우미린더퍼스트,전세,103동,저/25,220000000,111.73,DOC,"에어컨3,판상형,현관펜트리,인덕션,발코니확장,신축,첫입주",25.02.17,"['2년이내', '융자금없는', '확장형', '방세개']",남서향,6509198.066768101
경기도,화성시,비봉면,우미린더퍼스트,매매,105동,중/25,460000000,111.73,DOC,등기후매매 에어컨5 바닥타일 주방패키지 가구패키지 인덕션 식기세척기,25.02.13,"['2년이내', '방세개', '화장실두개', '중층']",남서향,13610141.412333304
경기도,화성시,비봉면,우미린더퍼스트,월세,107동,고/25,"3,000/100",111.73,DOC,"에어컨5,현관팬드리,주방팬트리,드레스룸,인덕션,전망좋음,신축",25.02.13,"['2년이내', '융자금없는', '방세개', '화장실두개']",남동향,
경기도,화성시,비봉면,우미린더퍼스트,전세,104동,고/25,250000000,111.73,DOC,"발코니확장,에어컨5,현관팬트리,안방드레스룸,침실1붙박이장,냉장고장,신축",25.02.12,"['2년이내', '융자금없는', '확장형', '화장실두개']",남서향,7396815.984963752
경기도,화성시,비봉면,우미린더퍼스트,전세,102동,12/25,250000000,111.73,DOC,등기완료 시에5 단지뷰 옵션좋아요 신축첫입주 ,25.02.05,"['2년이내', '방세개', '화장실두개', '중층']",남서향,7396815.984963752
경기도,화성시,비봉면,우미린더퍼스트,월세,104동,중/25,"3,000/100",111.73,DOC,"에어컨5,현관팬트리,인덕션,전망좋음,판상형구조,역과가까움",25.02.06,"['2년이내', '융자금없는', '방세개', '화장실두개']",남서향,
경기도,화성시,비봉면,우미린더퍼스트,전세,103동,9/25,240000000,111.73,NONE,호반코너.84.시에3.현관펜트리.안방드레스룸.작은방붙박이장.신혼부부강추,25.02.11,"['2년이내', '방세개', '화장실두개', '중층']",남서향,7100943.345565202
경기도,화성시,비봉면,우미린더퍼스트,월세,104동,7/25,1억/70,111.73,NONE,막힘없는 동  등기완료시점3월말 ,25.02.10,"['2년이내', '방세개', '화장실두개', '세대당1대']",남동향,
경기도,화성시,비봉면,천산스카이빌,매매,102동,11/15,255000000,106.39,NDOC1,전망좋고 살기좋은 아파트,25.02.22,"['25년이내', '방세개', '화장실두개', '고층']",남향,7923443.697715951
경기도,화성시,비봉면,천산스카이빌,매매,101동,1/9,255000000,106.39,NDOC1,올 인테리어 깨끗하고 살기좋은 집,25.02.12,"['25년이내', '1층', '방세개', '화장실두개']",남향,7923443.697715951
경기도,화성시,비봉면,천산스카이빌,매매,103동,11/14,260000000,106.39,NDOC1,"샷시,화장실2개,주방,타일거실 등 올 수리",25.02.12,"['25년이내', '올수리', '방세개', '화장실두개']",남향,8078805.338847637
경기도,화성시,비봉면,천산스카이빌,매매,103동,5/14,240000000,106.39,NDOC1,전망좋고 살기좋은 아파트 .조정가능,25.02.12,"['25년이내', '방세개', '화장실두개', '중층']",남향,7457358.774320895
경기도,화성시,비봉면,천산스카이빌,매매,103동,저/14,255000000,106.39,DOC,거실 및 방 확장등 인테리어한집,25.02.28,"['25년이내', '방세개', '화장실두개', '세대당1대']",남향,7923443.697715951
경기도,화성시,비봉면,천산스카이빌,매매,102동,저/15,215000000,106.39,OWNER,전세권리 승계 매매 입니다.,25.02.17,"['25년이내', '방세개', '화장실두개', '세대당1대']",남향,6680550.568662468
경기도,화성시,비봉면,천산스카이빌,매매,101동,중/9,225000000,106.39,DOC,중간층으로 제일저렴한 집임,25.02.24,"['25년이내', '방세개', '화장실두개', '중층']",남향,6991273.8509258395
경기도,화성시,비봉면,천산스카이빌,매매,102동,중/15,250000000,106.39,NDOC1,깨끗하게 수리한 로얄동 로얄층,25.02.12,"['25년이내', '방세개', '화장실두개', '중층']",남향,7768082.056584267
경기도,화성시,비봉면,천산스카이빌,매매,102동,중/15,260000000,106.39,NDOC1,인테리어 잘 되어 있고 살기좋은 아파트,25.02.12,"['25년이내', '방세개', '화장실두개', '중층']",남향,8078805.338847637
경기도,화성시,비봉면,천산스카이빌,매매,103동,4/14,235000000,106.39,NDOC1,살기좋은 아파트,25.02.04,"['25년이내', '방세개', '화장실두개', '세대당1대']",남향,7301997.13318921
경기도,화성시,비봉면,천산스카이빌,매매,102동,저/15,230000000,106.39,DOC,이사날짜 언제든 가능,25.02.17,"['25년이내', '방세개', '화장실두개', '세대당1대']",남향,7146635.492057524
경기도,화성시,비봉면,천산스카이빌,월세,102동,2/15,"3,000/70",106.39,DOC,이사 편하게 맟추어 줌,25.02.10,"['25년이내', '융자금없는', '방세개', '화장실두개']",남향,
경기도,화성시,비봉면,천산스카이빌,매매,102동,저/15,225000000,106.39,DOC,즉시입주 가능한 집,25.02.13,"['25년이내', '방세개', '화장실두개', '세대당1대']",남향,6991273.8509258395
경기도,화성시,비봉면,천산스카이빌,매매,102동,고/15,230000000,106.39,DOC,교통편리하고 전망좋은 아파트. 이사날짜 협의가능,25.02.12,"['25년이내', '방세개', '화장실두개', '고층']",남향,7146635.492057524
경기도,화성시,비봉면,천산스카이빌,매매,103동,고/14,260000000,106.39,DOC,샷시빼고 올수리한집 입니다.,25.02.10,"['25년이내', '올수리', '방세개', '화장실두개']",남향,8078805.338847637
경기도,화성시,비봉면,킹덤시티(주상복합),매매,1동,6/20,359000000,83.43,DOC,화성비봉 신축아파트 즉시입주 ,25.02.08,"['2년이내', '방세개', '화장실두개', '주차가능']",남서향,14224820.987654323
경기도,화성시,비봉면,킹덤시티(주상복합),매매,1동,5/20,359000000,82.31,DOC,화성 비봉 신축아파트 즉시입주,25.02.08,"['2년이내', '방세개', '화장실두개', '주차가능']",남서향,14418379.480014578
경기도,화성시,비봉면,화성비봉호반써밋,전세,208동,15/25,230000000,113.24,NDOC1,"남향의 장점 겨울엔 따뜻 여름엔 시원, 시스템 에어컨4대, 옵션 다수",25.02.28,"['2년이내', '방네개이상', '화장실두개', '중층']",남향,6714328.417520312
경기도,화성시,비봉면,화성비봉호반써밋,월세,208동,15/25,"5,000/90",113.24,NDOC1,"중앙 정원이 한눈에 내려다보이는 귀한B타입, 시스템 에어컨4대, 옵션다양",25.02.17,"['2년이내', '마당', '방네개이상', '화장실두개']",남향,
경기도,화성시,비봉면,화성비봉호반써밋,월세,204동,7/25,"3,000/120",113.24,DOC,방4개 드레스룸,25.02.25,"['2년이내', '방네개이상', '화장실두개', '세대당1대']",남서향,
경기도,화성시,비봉면,화성비봉호반써밋,매매,201동,10/25,401000000,113.24,DOC,"분양권 전매,단지뷰 ,상세설명 필.",25.02.22,"['2년이내', '방네개이상', '화장실두개', '중층']",남서향,11706285.632285412
경기도,화성시,비봉면,화성비봉호반써밋,전세,204동,10/25,240000000,113.24,DOC,시스템에어컨5 현관창고 바닥타일 11자형주방 주방팬트리 주방장식장,25.02.10,"['2년이내', '방세개', '화장실두개', '중층']",남서향,7006255.740021194
경기도,화성시,비봉면,화성비봉호반써밋,전세,201동,10/25,250000000,113.24,DOC,단지뷰로 좋은 물건.상세설명 필.,25.02.05,"['2년이내', '방네개이상', '화장실두개', '중층']",남향,7298183.062522077
경기도,화성시,비봉면,화성비봉호반써밋,전세,208동,15/25,240000000,113.24,NONE,호반코너.84.시스템에어컨3대.11자형주방.대형팬트리.바닥타일.풀옵션,25.02.16,"['2년이내', '대형평수', '방세개', '화장실두개']",남서향,7006255.740021194
경기도,화성시,비봉면,화성비봉호반써밋,월세,208동,15/25,"5,000/90",113.24,NONE,호반코너.84.시스템에어컨3대.11자형주방.대형팬트리.바닥타일.옵션굿,25.02.16,"['2년이내', '대형평수', '방세개', '화장실두개']",남서향,
경기도,화성시,비봉면,화성비봉호반써밋,전세,208동,3/25,260000000,112.96,NDOC1,11자형주방 시스템에어컨4 현관창고 주방팬트리 외,25.02.28,"['2년이내', '방세개', '화장실두개', '세대당1대']",남동향,7608924.398016998
경기도,화성시,비봉면,화성비봉호반써밋,월세,204동,20/25,"2,000/110",112.96,NDOC1,방4 시스템에어컨4 키큰장 3구인덕션 제습기 공기청정시스템헤파필터,25.02.27,"['2년이내', '방네개이상', '화장실두개', '고층']",남서향,
경기도,화성시,비봉면,화성비봉호반써밋,월세,203동,25/25,"5,000/100",112.96,NDOC1,귀한탑층,25.02.26,"['2년이내', '탑층', '방네개이상', '화장실두개']",남동향,
경기도,화성시,비봉면,화성비봉호반써밋,전세,203동,8/25,250000000,112.96,NDOC1,,25.02.22,"['2년이내', '방네개이상', '화장실두개', '세대당1대']",남동향,7316273.45963173
경기도,화성시,비봉면,화성비봉호반써밋,월세,202동,22/25,"5,000/100",112.96,NDOC1,"당근 고층 시스템에어컨5대, 중문, 바닥타일",25.02.22,"['2년이내', '방네개이상', '화장실두개', '고층']",남동향,
경기도,화성시,비봉면,화성비봉호반써밋,전세,201동,15/25,250000000,112.96,NDOC1,,25.02.19,"['2년이내', '융자금없는', '방네개이상', '화장실두개']",남동향,7316273.45963173
경기도,화성시,비봉면,화성비봉호반써밋,월세,204동,14/25,"5,000/120",112.96,DOC,"첫입주, 전망좋아요, 공원뷰, 2년 계약, A타입",25.02.27,"['2년이내', '방네개이상', '화장실두개', '중층']",남향,
경기도,화성시,비봉면,화성비봉호반써밋,매매,201동,15/25,413760000,112.96,DOC,분양권전매 11자형주방,25.02.27,"['2년이내', '방세개', '화장실두개', '중층']",남동향,12108725.226628896
경기도,화성시,비봉면,화성비봉호반써밋,매매,202동,4/25,401980000,112.96,DOC,분양권 전매  11자형주방,25.02.27,"['2년이내', '방세개', '화장실두개', '세대당1대']",남동향,11763982.421211049
경기도,화성시,비봉면,화성비봉호반써밋,매매,201동,11/25,406950000,112.96,DOC,분양권 전매  방4개,25.02.27,"['2년이내', '방네개이상', '화장실두개', '중층']",남동향,11909429.937588528
경기도,화성시,비봉면,화성비봉호반써밋,월세,203동,3/25,"5,000/100",112.96,DOC,"빠른월세,에어컨5대,자형주방,대형팬트리,안방드레스룸등",25.02.25,"['2년이내', '대형평수', '방세개', '화장실두개']",남향,
경기도,화성시,비봉면,화성비봉호반써밋,월세,201동,15/25,"4,800/100",112.96,DOC,"에어컨 2대, 대형팬트리, 3룸",25.02.24,"['2년이내', '대형평수', '방세개', '화장실두개']",남동향,
경기도,화성시,비봉면,화성비봉호반써밋,전세,204동,14/25,240000000,112.96,DOC,"빠른전세,에5,대형팬트리,자형주방,현관창고,인덕션,공원뷰",25.02.24,"['2년이내', '대형평수', '방세개', '화장실두개']",남향,7023622.521246459
경기도,화성시,비봉면,화성비봉호반써밋,월세,203동,22/25,"4,000/95",112.96,DOC,뷰굿 방3 에어컨6 주방팬트리 3구인덕션 오븐 바닥타일 상세설명보세염,25.02.24,"['2년이내', '방네개이상', '화장실두개', '고층']",남동향,
경기도,화성시,비봉면,화성비봉호반써밋,전세,204동,20/25,250000000,112.96,NDOC1,방4 뻥뷰 선호도 높은 고층 판상형구조,25.02.14,"['2년이내', '방네개이상', '화장실두개', '고층']",남동향,7316273.45963173
경기도,화성시,비봉면,화성비봉호반써밋,전세,201동,저/25,270000000,112.96,OWNER,호반코너.84.전세대출가능.시스템에어컨4대.11자형주방.대형팬트리.강추,25.02.19,"['2년이내', '대형평수', '방세개', '화장실두개']",남향,7901575.336402268
경기도,화성시,비봉면,화성비봉호반써밋,전세,202동,22/25,250000000,112.96,DOCV2,방3 주방팬트리 현관창고,25.02.19,"['2년이내', '방네개이상', '화장실두개', '고층']",남동향,7316273.45963173
경기도,화성시,비봉면,화성비봉호반써밋,전세,201동,2/25,270000000,112.96,NDOC1,시스템에어컨5대 바닥타일 중문  최고옵션,25.02.13,"['2년이내', '방세개', '화장실두개', '세대당1대']",남동향,7901575.336402268
경기도,화성시,비봉면,화성비봉호반써밋,전세,202동,5/25,250000000,112.96,DOC,전세대출.보증보험가능.풀옵션.시스템4대.현관창고.대형팬트리.안방드레스룸,25.02.22,"['2년이내', '대형평수', '방세개', '화장실두개']",남향,7316273.45963173
경기도,화성시,비봉면,화성비봉호반써밋,매매,208동,25/25,430000000,112.96,DOC,분양권 전매 에어컨 6대 현관팬트리 바닥타일 주방마감 비데 공기청정등,25.02.17,"['2년이내', '탑층', '방네개이상', '화장실두개']",남향,12583990.350566573
경기도,화성시,비봉면,화성비봉호반써밋,전세,201동,중/25,230000000,112.96,DOC,"에어컨3,남향,발코니확장,현관팬트리,붙박이장,인덕션,신축,첫입주",25.02.22,"['2년이내', '융자금없는', '확장형', '화장실두개']",남향,6730971.582861191
경기도,화성시,비봉면,화성비봉호반써밋,월세,204동,12/25,"5,000/100",112.96,DOC,굿조망 방4 에4대 시공예정 중문 천장조명 부부욕실비데 침실3붙박이장,25.02.07,"['2년이내', '방네개이상', '화장실두개', '중층']",남동향,
경기도,화성시,비봉면,화성비봉호반써밋,전세,204동,20/25,280000000,112.96,DOC,남향 뻥뷰 아일랜드주방 에어컨 4 팬트리까지,25.01.31,"['2년이내', '융자금없는', '방세개', '화장실두개']",남향,8194226.274787537
경기도,화성시,비봉면,화성비봉호반써밋,월세,204동,12/25,"3,000/95",112.96,NONE,맨앞동고층트인뷰.중문.입구방붙박이장.방4개.방많은집찾으시는분께추천,25.03.02,"['2년이내', '방네개이상', '화장실두개', '중층']",남향,
경기도,화성시,비봉면,화성비봉호반써밋,매매,201동,11/25,413130000,112.96,NONE,분양권전매.무피.남향.고층.고급형시에4대.바닥타일.인덕션.오븐.비데.풀옵,25.02.25,"['2년이내', '방네개이상', '화장실두개', '중층']",남향,12090288.217510626
경기도,화성시,비봉면,화성비봉호반써밋,매매,201동,15/25,413750000,112.96,NONE,호반코너.84.고층.남향.시스템2대.주방팬트리.중문.상가이용편리한동,25.02.24,"['2년이내', '방세개', '화장실두개', '중층']",남향,12108432.575690512
경기도,화성시,비봉면,화성비봉호반써밋,전세,201동,15/25,250000000,112.96,NONE,호반코너.84.남향.고층.시스템2대.주방팬트리.중문.작은방붙박이장,25.02.24,"['2년이내', '방세개', '화장실두개', '중층']",남향,7316273.45963173
경기도,화성시,비봉면,화성비봉호반써밋,전세,202동,5/25,250000000,112.96,NONE,풀옵션.시스템4대.전세대출.보증보험가능.현관창고.대형팬트리.안방드레스룸,25.02.22,"['2년이내', '대형평수', '방세개', '화장실두개']",남향,7316273.45963173
경기도,화성시,비봉면,화성비봉호반써밋,매매,202동,4/25,401980000,112.96,NONE,분양권전매.시스템에어컨4대.11자형주방.대형팬트리.현관창고.주방장식장 ,25.02.18,"['2년이내', '대형평수', '방세개', '화장실두개']",남향,11763982.421211049
경기도,화성시,비봉면,화성비봉호반써밋,월세,203동,22/25,"4,000/95",112.96,NONE,호반코너.84.귀한월세.시스템에어컨4대.개방감좋은트인뷰.11자형주방팬트리,25.02.13,"['2년이내', '방세개', '화장실두개', '고층']",남향,
경기도,화성시,비봉면,화성비봉호반써밋,전세,205동,22/25,220000000,96.75,NDOC1,"신축 첫입주, 냉.난방비 절감되는 남향, 공원 조망, 시스템 에어컨2대",25.02.28,"['2년이내', '방세개', '화장실두개', '고층']",남향,7517030.490956073
경기도,화성시,비봉면,화성비봉호반써밋,월세,207동,3/25,"5,000/90",96.75,NDOC1,"저층이지만 트인뷰랍니다. 방3, 중문, 작은방 붙박이장",25.02.25,"['2년이내', '방네개이상', '화장실두개', '세대당1대']",남동향,
경기도,화성시,비봉면,화성비봉호반써밋,매매,207동,3/25,341900000,96.75,NDOC1,"분양권 전매, 차분한 단지 정원 조망, 방3,",25.02.18,"['2년이내', '마당', '방세개', '화장실두개']",남동향,11682148.749354007
경기도,화성시,비봉면,화성비봉호반써밋,전세,207동,저/25,230000000,96.75,NDOC1,"에4,현관중문,붙박이장,뻥뷰로 햇빛조아요",25.02.24,"['2년이내', '융자금없는', '방세개', '화장실두개']",남향,7858713.69509044
경기도,화성시,비봉면,화성비봉호반써밋,월세,205동,4/25,"3,000/95",96.75,DOC,호반코너.76.중문.작은방붙박이장.주방팬트리.수인분당선야목역차로5분거리,25.02.12,"['2년이내', '방세개', '화장실두개', '세대당1대']",남서향,
경기도,화성시,비봉면,화성비봉호반써밋,월세,207동,15/25,"5,000/100",96.75,DOC,72A 남향 선호도 높은 층수 판상형구조,25.02.04,"['2년이내', '방네개이상', '화장실두개', '중층']",남향,
경기도,화성시,비봉면,화성비봉호반써밋,월세,207동,고/25,"5,000/100",96.75,DOC,에어컨3대 로얄층 전망 좋은 집 애완동물 가능,25.02.06,"['2년이내', '방세개', '화장실두개', '고층']",북동향,
경기도,화성시,비봉면,화성비봉호반써밋,월세,207동,5/25,"3,000/95",96.75,NONE,귀한월세.시에4대.안방드레스룸.주방팬트리.바닥타일.비데2대.신혼부부강추,25.03.02,"['2년이내', '방두개', '화장실두개', '세대당1대']",남향,
경기도,화성시,비봉면,화성비봉호반써밋,전세,207동,5/25,230000000,96.75,NONE,귀한72.융자무.전세대출가능.시에4대.바닥타일.안방드레스룸.주방팬트리,25.03.01,"['2년이내', '방두개', '화장실두개', '세대당1대']",남향,7858713.69509044
경기도,화성시,비봉면,화성비봉호반써밋,전세,205동,22/25,220000000,96.75,NONE,맨앞동고층트인뷰.저렴한전세.시스템에어컨2대.주방팬트리.중문.작은방붙박이장,25.02.28,"['2년이내', '방세개', '화장실두개', '고층']",남서향,7517030.490956073
경기도,화성시,비봉면,화성비봉호반써밋,매매,207동,저/25,341900000,96.75,NONE,,25.02.15,"['2년이내', '방네개이상', '화장실두개', '세대당1대']",남향,11682148.749354007
경기도,화성시,비봉면,화성비봉호반써밋,월세,205동,4/25,"3,000/95",96.75,NONE,호반코너.76.귀한월세.중문.작은방붙박이장.주방팬트리.신축첫입주,25.02.12,"['2년이내', '방네개이상', '화장실두개', '세대당1대']",남서향,
